,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,latitude,longitude
1652,flat,ss the coralwood,sector 84,1.01,5771.0,3.0,3,2,18.0,Relatively New,1475.0,0,0,0,0,0,2,40,28.3979,76.9736
1653,flat,ss the leaf,sector 85,1.1,6318.0,2.0,2,3+,3.0,Relatively New,1464.0,0,0,1,0,0,2,143,28.4042,76.9513
1654,flat,mvn athens,sohna road,0.25,5187.0,2.0,2,1,3.0,Relatively New,535.0,0,0,0,0,0,2,51,28.4159,77.0274
1655,house,nirvana country,sector 50,10.0,14286.0,5.0,7,2,4.0,Moderately Old,7000.0,0,1,0,0,0,1,0,28.4178,77.0628
1656,house,independent,sector 13,0.62,3588.0,6.0,6,0,3.0,Old Property,192.0,0,0,0,0,0,2,0,28.4757,77.0392
1657,flat,kamal residence,sohna road,0.4,7634.0,2.0,2,1,0.0,New Property,582.0,0,0,0,0,1,0,16,28.4159,77.0274
1658,house,independent,sector 4,0.47,3518.0,3.0,4,0,3.0,Moderately Old,1350.0,0,0,0,0,0,2,0,28.4738,77.0107
1659,flat,sare green parc phase 3,sector 92,1.08,5150.0,4.0,4,2,16.0,New Property,1891.0,0,1,0,0,0,2,107,28.4079,76.9153
1660,flat,ats triumph,sector 104,2.6,8254.0,4.0,4,3+,12.0,Relatively New,2851.0,0,1,0,0,0,2,118,28.4788,76.996
1661,flat,dlf the belaire,sector 54,10.0,24558.0,4.0,5,3+,17.0,Moderately Old,3000.0,0,1,0,0,0,1,167,28.4348,77.1089
1662,flat,tulip leaf,sector 69,2.07,11424.0,3.0,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,2,49,28.3966,77.0341
1663,flat,ramprastha city,dwarka expressway,1.3,9028.0,3.0,3,2,3.0,Under Construction,1303.0,0,0,0,0,0,2,0,28.4517,76.9621
1664,flat,smart world orchard,sector 61,2.6,14723.0,3.0,3,2,2.0,New Property,1766.0,0,0,0,0,0,2,47,28.405,77.0963
1665,house,independent,sector 43,2.15,13030.0,1.0,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,2,0,28.4629,77.0772
1666,flat,smart world orchard,sector 61,1.55,13478.0,2.0,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,2,43,28.405,77.0963
1667,flat,godrej nature plus,sector 33,1.35,8671.0,3.0,2,3+,17.0,New Property,1409.0,0,0,0,0,0,2,38,28.442,77.0207
1668,flat,godrej nature plus,sector 33,1.35,8232.0,3.0,2,3+,7.0,Under Construction,1484.0,0,0,0,1,0,2,49,28.442,77.0207
1669,flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3.0,3,3,5.0,Relatively New,1531.0,0,0,0,0,0,2,49,28.475,76.9715
1670,flat,emaar gurgaon greens,sector 102,1.3,7879.0,3.0,3,3,7.0,Relatively New,1388.0,0,1,0,0,0,2,93,28.475,76.9715
1671,flat,bestech altura,sector 79,1.72,8000.0,3.0,4,3+,5.0,Relatively New,1695.0,0,1,0,0,0,0,174,28.3624,76.9787
1672,flat,signature global solera,sector 107,0.27,5521.0,2.0,2,2,0.0,Relatively New,543.0,0,0,0,0,0,2,45,28.5052,76.9729
1673,flat,dlf park place,sector 54,6.75,24963.0,4.0,4,2,8.0,Moderately Old,2076.0,0,1,0,0,0,1,135,28.4348,77.1089
1674,flat,indiabulls centrum park,sector 103,1.34,7486.0,3.0,3,3+,13.0,Relatively New,1560.0,1,0,0,0,0,2,93,28.4949,76.9845
1675,flat,supertech new soft launch,sector 68,0.84,7119.0,2.0,2,2,7.0,New Property,1180.0,0,0,0,0,0,2,0,28.3853,77.0484
1676,flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3.0,3,2,12.0,Relatively New,1950.0,0,1,0,0,0,2,96,28.3925,77.0541
1677,house,ansal sushant lok plots,sector 43,7.0,25926.0,5.0,5,3+,3.0,Relatively New,2700.0,1,1,0,1,0,0,41,28.4629,77.0772
1678,flat,orchid petals,sector 49,4.79,11629.0,5.0,5,3+,14.0,Relatively New,3724.0,1,1,0,1,0,2,49,28.4121,77.048
1679,house,ansal api esencia,sector 67,5.46,24170.0,4.0,5,3+,2.0,Relatively New,2259.0,1,0,1,1,0,0,103,28.3859,77.0608
1680,flat,godrej nature plus,sector 33,1.45,15659.0,3.0,2,3+,20.0,Under Construction,118.0,1,0,0,0,0,2,144,28.442,77.0207
1681,flat,smart world gems,sector 89,0.85,7706.0,2.0,2,2,2.0,Under Construction,1226.0,1,0,0,0,0,2,45,28.4253,76.9439
1682,flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4.0,4,3+,3.0,New Property,3150.0,0,0,0,0,0,0,96,28.3971,77.0867
1683,house,independent,sector 25,13.5,37313.0,5.0,6,3+,4.0,Old Property,3618.0,0,0,0,0,1,0,79,28.4844,77.086
1684,flat,la vida by tata housing,sector 113,2.33,12534.0,3.0,3,3,3.0,New Property,2098.0,0,1,0,0,0,2,174,28.5287,77.0233
1685,flat,ireo the grand arch,sector 58,4.0,18484.0,3.0,4,3,5.0,Old Property,2164.0,0,1,0,0,0,0,49,28.42,77.1105
1686,flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4.0,4,3+,4.0,Relatively New,1975.0,1,1,0,0,0,0,152,28.403,77.069
1687,house,independent,sector 56,3.25,21495.0,5.0,6,3+,4.0,Relatively New,1512.0,0,0,0,1,1,0,27,28.4245,77.0991
1688,flat,gls arawali homes,sohna road,0.3,5291.0,2.0,2,2,10.0,Relatively New,516.0,0,0,0,0,0,2,42,28.4159,77.0274
1689,flat,suncity avenue,sector 102,0.47,8935.0,2.0,2,1,5.0,Relatively New,582.0,0,0,1,0,0,2,142,28.475,76.9715
1690,flat,sidhartha ncr greens,sector 95,0.96,6202.0,3.0,3,3,8.0,New Property,1720.0,0,0,1,1,0,2,8,28.4172,76.9081
1691,flat,dlf regal gardens,sector 90,1.27,5498.0,3.0,3,3+,2.0,Relatively New,1500.0,0,0,0,0,1,2,72,28.4085,76.9369
1692,flat,smart world gems,sector 89,1.01,9157.0,2.0,2,2,4.0,Under Construction,1226.0,1,0,0,0,0,2,38,28.4253,76.9439
1693,house,independent,sector 105,1.3,11556.0,3.0,3,1,1.0,Moderately Old,1125.0,0,0,0,0,0,2,0,28.4952,77.0114
1694,flat,signature global solera,sector 107,0.5,7752.0,3.0,2,2,6.0,Relatively New,717.0,0,0,0,0,1,2,15,28.5052,76.9729
1695,flat,shree vardhman flora,sector 90,1.27,4951.0,4.0,5,2,9.0,New Property,2248.0,1,1,0,0,0,2,83,28.4085,76.9369
1696,flat,lotus elise,sector 99,0.95,6552.0,2.0,3,3,7.0,Relatively New,1611.0,0,1,0,0,0,2,0,28.464,76.9614
1697,flat,godrej summit,sector 104,1.16,6388.0,3.0,4,3+,8.0,Relatively New,2018.0,0,1,0,0,0,0,96,28.4788,76.996
1698,flat,bestech park view residency,sector 2,1.4,7865.0,3.0,3,3+,8.0,Moderately Old,1611.0,0,0,0,0,0,2,92,28.5095,77.032
1699,flat,pareena coban residences,sector 99a,1.02,8793.0,2.0,2,3,3.0,Relatively New,1430.0,1,0,0,0,0,2,174,28.4561,76.9542
1700,flat,breez global hill view,sohna road,0.42,7179.0,2.0,2,1,18.0,Relatively New,650.0,0,0,0,0,0,2,44,28.4159,77.0274
1701,flat,experion the heartsong,sector 108,0.98,13351.0,2.0,3,3,12.0,Relatively New,978.223232,1,1,1,1,0,2,31,28.5134,76.983
1702,house,independent,sector 12,1.0,8230.0,3.0,7,3+,3.0,Moderately Old,3750.0,0,0,1,1,0,2,7,28.4723,77.032
1703,flat,godrej air,sector 85,1.83,10005.0,3.0,3,3+,18.0,Under Construction,2032.0,0,0,0,0,0,2,110,28.4042,76.9513
1704,flat,dlf ridgewood estate,sector 28,2.0,14599.0,3.0,3,1,12.0,Old Property,1240.0,0,0,0,0,0,0,96,28.4728,77.0865
1705,house,independent,sector 46,2.25,2723.0,4.0,3,3,3.0,Relatively New,90.0,1,0,0,0,0,0,35,28.4374,77.0586
1706,flat,umang winter hills,sector 77,1.0,7502.0,2.0,2,2,3.0,New Property,1489.0,0,0,0,0,0,2,74,28.3801,76.9845
1707,house,independent,sector 11,1.35,3857.0,10.0,6,3+,3.0,Old Property,3500.0,0,0,0,0,0,2,0,28.4531,77.0202
1708,flat,the lions cghs,sector 56,2.05,7885.0,4.0,4,3+,7.0,Old Property,2600.0,0,0,1,0,0,0,120,28.4245,77.0991
1709,flat,hcbs sports ville,sohna road,0.25,4167.0,1.0,1,1,12.0,Relatively New,600.0,0,0,0,0,0,2,37,28.4159,77.0274
1710,flat,ss the leaf,sector 85,1.85,6579.0,4.0,5,3+,1.0,Relatively New,2545.0,0,0,0,0,0,2,95,28.4042,76.9513
1711,flat,nagata group housing society,sector 1,0.85,3696.0,3.0,3,3+,4.0,Relatively New,2081.0,0,1,0,0,0,2,5,28.3663,76.9456
1712,flat,tata primanti,sector 72,4.0,13769.0,4.0,5,3+,9.0,Relatively New,2800.0,0,1,0,0,0,0,165,28.4225,77.0211
1713,flat,aipl zen residences,sector 70a,1.4,11094.0,2.0,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,2,0,28.3845,77.0226
1714,flat,m3m woodshire,sector 107,0.9,6589.0,2.0,2,3+,4.0,Relatively New,1236.0,0,0,0,0,0,2,21,28.5052,76.9729
1715,flat,sare green parc,sector 92,0.85,6538.0,3.0,2,2,20.0,Relatively New,1300.0,0,0,0,0,0,2,0,28.4079,76.9153
1716,flat,ats tourmaline,sector 109,1.65,7674.0,3.0,3,3+,16.0,Relatively New,1946.0,0,1,0,0,0,0,49,28.5073,77.0089
1717,flat,ansal housing highland park,sector 103,1.25,6443.0,3.0,3,3+,2.0,New Property,1464.0,0,0,0,1,0,2,105,28.4949,76.9845
1718,flat,godrej oasis,sector 88a,0.95,7269.0,2.0,2,2,6.0,Relatively New,1452.0,0,0,0,0,0,2,79,28.4347,76.9557
1719,flat,dlf beverly park,sector 25,8.0,15385.0,5.0,5,3+,2.0,Old Property,5778.0,1,1,0,1,1,1,26,28.4844,77.086
1720,flat,sobha city,sector 108,3.75,14940.0,3.0,3,2,16.0,New Property,2120.0,0,1,0,0,0,2,77,28.5134,76.983
1721,flat,shree vardhman victoria,sector 70,1.07,7926.0,2.0,2,3,8.0,Relatively New,1222.0,1,0,0,0,0,2,108,28.3944,77.0226
1722,flat,aipl the peaceful homes,sector 70a,2.52,10723.0,3.0,4,3,8.0,Relatively New,2127.0,0,1,0,0,0,2,174,28.3845,77.0226
1723,flat,ss the leaf,sector 85,1.93,8075.0,3.0,4,3,7.0,Relatively New,2400.0,0,1,0,0,0,2,174,28.4042,76.9513
1724,flat,ambience creacions,sector 22,2.79,15000.0,3.0,3,3,13.0,New Property,1860.0,0,0,0,0,0,1,158,28.5072,77.064
1725,flat,sbr apartment,manesar,0.68,4456.0,3.0,3,3,2.0,Moderately Old,1526.0,0,0,0,0,0,2,0,28.3515,76.9428
1726,house,independent,sector 2,5.0,15385.0,6.0,6,2,1.0,Moderately Old,3611.0,0,0,0,0,0,2,0,28.5095,77.032
1727,flat,vatika gurgaon,sector 83,0.95,6574.0,2.0,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,0,96,28.3986,76.9647
1728,flat,mrg skyline,sector 106,1.82,13392.0,3.0,2,2,4.0,Relatively New,1359.0,0,0,0,0,0,2,0,28.5007,77.0003
1729,flat,m3m skywalk,sector 74,1.54,10815.0,2.0,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,2,137,28.4158,77.0118
1730,flat,greenopolis,sector 89,0.9,4700.0,3.0,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,2,67,28.4253,76.9439
1731,flat,emaar palm gardens,sector 83,1.38,8023.0,3.0,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,0,8,28.3986,76.9647
1732,flat,godrej summit,sector 104,1.35,5000.0,4.0,5,3+,0.0,Relatively New,3000.0,1,1,1,1,0,2,112,28.4788,76.996
1733,flat,tashee capital gateway,sector 111,0.96,6500.0,2.0,2,1,4.0,Under Construction,1338.0,1,0,0,0,0,2,53,28.5238,77.032
1734,flat,godrej summit,sector 104,0.75,5910.0,2.0,2,3,6.0,Relatively New,1148.0,0,0,0,0,1,2,79,28.4788,76.996
1735,flat,emaar palm gardens,sector 83,1.72,9053.0,3.0,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,0,165,28.3986,76.9647
1736,flat,signature global solera,sector 107,0.38,6333.0,2.0,2,2,3.0,Relatively New,627.0,0,0,0,0,0,1,23,28.5052,76.9729
1737,flat,hsiidc sidco aravali,manesar,0.9,3478.0,3.0,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,2,23,28.3515,76.9428
1738,flat,godrej aria,sector 79,0.96,13296.0,2.0,2,3,8.0,Relatively New,1012.0,0,0,0,0,0,2,49,28.3624,76.9787
1739,flat,m3m woodshire,sector 107,1.49,6311.0,3.0,4,3+,5.0,Relatively New,2137.0,0,1,1,0,0,0,174,28.5052,76.9729
1740,flat,shree vardhman victoria,sector 70,1.6,8205.0,3.0,3,3,10.0,Relatively New,1527.0,1,1,0,1,1,2,43,28.3944,77.0226
1741,flat,conscient heritage max,sector 102,3.0,10490.0,4.0,4,3+,7.0,Relatively New,3178.0,0,0,0,0,1,0,65,28.475,76.9715
1742,flat,m3m sierra 68,sector 68,1.13,9076.0,2.0,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,0,149,28.3853,77.0484
1743,flat,sbr minda sec 1 imt manesar,manesar,0.65,4260.0,3.0,2,3+,6.0,Moderately Old,1696.0,0,0,0,0,0,2,5,28.3515,76.9428
1744,flat,ireo victory valley,sector 67,3.05,12650.0,3.0,3,3+,21.0,Relatively New,2029.0,0,1,0,0,0,0,157,28.3859,77.0608
1745,flat,friends apartment,sector 52,2.0,8511.0,4.0,3,3,5.0,Moderately Old,2091.0,0,1,0,0,0,1,111,28.4379,77.0785
1746,flat,sobha city,sector 108,2.9,14478.0,3.0,4,2,8.0,New Property,2003.0,0,0,0,0,0,2,109,28.5134,76.983
1747,house,independent,sector 25,10.5,29022.0,5.0,5,3,3.0,Moderately Old,3618.0,1,1,0,1,0,2,42,28.4844,77.086
1748,flat,tulip petals,sector 89,1.55,10000.0,3.0,2,3,6.0,Moderately Old,1403.0,0,0,1,0,0,0,111,28.4253,76.9439
1749,flat,shri ram apartments,sector 4,0.32,3368.0,2.0,2,1,4.0,Relatively New,1056.0,0,0,0,0,0,0,7,28.4738,77.0107
1750,flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2.0,2,0,6.0,New Property,990.0,0,0,0,0,0,2,0,28.4172,76.9081
1751,flat,mapsko mount ville,sector 79,1.2,13841.0,3.0,3,3,18.0,Relatively New,1165.0,1,0,0,1,0,0,160,28.3624,76.9787
1752,flat,conscient one,sector 109,1.7,17617.0,1.0,1,2,9.0,Relatively New,965.0,0,0,0,0,0,2,0,28.5073,77.0089
1753,house,independent,sector 47,0.99,17188.0,1.0,4,3,4.0,Relatively New,576.0,0,0,0,0,0,2,13,28.4276,77.0492
1754,flat,silverglades hightown residences,sector 43,4.2,19765.0,3.0,4,2,7.0,Under Construction,2125.0,0,0,0,0,0,2,42,28.4629,77.0772
1755,flat,experion windchants,sector 112,3.0,11538.0,3.0,3,2,2.0,Relatively New,2600.0,0,0,0,0,1,0,49,28.5282,77.0176
1756,house,ss aaron ville,sector 49,6.75,19737.0,5.0,4,2,2.0,Old Property,3420.0,1,1,1,0,0,2,78,28.4121,77.048
1757,flat,emaar mgf palm hills,sector 77,1.25,8621.0,3.0,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,0,104,28.3801,76.9845
1758,flat,ss the leaf,sector 85,1.99,8660.0,3.0,4,3+,17.0,Relatively New,2398.0,0,1,0,0,0,0,174,28.4042,76.9513
1759,flat,experion the heartsong,sector 108,1.68,8387.0,3.0,3,3+,4.0,Relatively New,1338.29,1,1,0,0,0,0,86,28.5134,76.983
1760,flat,eldeco accolade,sohna road,0.78,6171.0,2.0,2,2,3.0,Relatively New,1144.0,0,0,0,0,0,2,72,28.4159,77.0274
1761,flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3.0,3,3,6.0,Relatively New,1833.0,0,1,0,0,0,2,28,28.3979,76.9736
1762,flat,unitech greenwood city,sector 45,2.4,12346.0,3.0,3,2,1.0,New Property,195.0,0,1,0,0,0,0,19,28.4466,77.066
1763,flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4.0,4,0,0.0,Relatively New,2194.0,0,0,1,0,0,2,50,28.403,77.069
1764,flat,experion the heartsong,sector 108,2.29,8240.0,4.0,5,3+,8.0,Relatively New,2779.0,0,1,0,0,0,0,95,28.5134,76.983
1765,flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,3.0,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,0,49,28.403,77.069
1766,flat,trisara our homes 3,sohna road,0.34,5405.0,2.0,2,1,0.0,New Property,699.0,0,0,0,0,0,2,0,28.4159,77.0274
1767,flat,imperia the esfera,sector 37c,0.86,4886.0,3.0,3,2,0.0,New Property,1593.0,0,0,0,0,1,2,35,28.4515,76.9882
1768,flat,pioneer park,sector 61,1.6,11594.0,2.0,2,2,21.0,Relatively New,1533.0,0,1,0,0,0,2,105,28.405,77.0963
1769,flat,vatika xpressions,sector 88b,1.1,8148.0,2.0,4,3+,2.0,Under Construction,1350.0,1,0,0,0,0,2,58,28.4446,76.9542
1770,flat,ireo skyon,sector 60,3.05,12788.0,3.0,3,3,9.0,Relatively New,2300.0,0,1,0,0,0,0,165,28.4003,77.0975
1771,flat,signature andour heights,sector 71,0.6,10000.0,2.0,2,1,5.0,Relatively New,557.0,0,0,0,1,0,2,59,28.4104,77.0281
1772,house,vipul tatvam villa,sector 48,8.5,21250.0,4.0,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,1,0,49,28.4177,77.0359
1773,house,independent,sector 9,3.5,13410.0,9.0,9,3+,3.0,Relatively New,2610.0,1,0,0,0,0,2,23,28.4603,77.0
1774,flat,indiabulls enigma,sector 110,3.6,10588.0,4.0,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,2,165,28.5145,77.0197
1775,house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5.0,5,2,2.0,Old Property,4518.0,0,0,0,0,0,2,49,28.4621,77.0464
1776,flat,shree vardhman victoria,sector 70,1.6,8205.0,3.0,5,3,6.0,Relatively New,2167.0,0,1,0,0,0,2,174,28.3944,77.0226
1777,house,independent,sector 10a,1.7,18889.0,2.0,1,2,2.0,Old Property,900.0,0,0,0,0,1,2,8,28.4469,77.0106
1778,house,mian wali,sector 12,1.7,9444.0,1.0,1,1,1.0,Old Property,1800.0,0,1,0,0,0,2,7,28.4723,77.032
1779,flat,dlf the ultima,sector 81,2.35,11175.0,3.0,3,3+,14.0,Relatively New,1550.0,1,1,0,1,1,1,49,28.3867,76.9485
1780,house,international city by sobha phase 2,sector 109,7.0,12963.0,5.0,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,2,154,28.5073,77.0089
1781,flat,ramsons kshitij,sector 95,0.19,591.0,1.0,1,1,14.0,Relatively New,3569.0,0,0,0,0,0,2,49,28.4172,76.9081
1782,flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3.0,3,3+,3.0,New Property,2034.0,0,0,0,0,0,0,16,28.3971,77.0867
1783,flat,spaze privy,sector 72,3.1,6693.0,4.0,5,3+,8.0,Moderately Old,3374.0,1,1,1,1,0,2,136,28.4225,77.0211
1784,flat,paras dews,sector 106,1.1,9735.0,3.0,4,3+,8.0,Relatively New,1186.0,0,1,0,0,0,0,174,28.5007,77.0003
1785,house,dlf city plots,sector 26,4.0,4531.0,4.0,3,2,2.0,Relatively New,8829.0,0,0,0,0,0,0,0,28.4757,77.1032
1786,flat,adani m2k oyster grande,sector 102,2.5,7817.0,4.0,5,3+,10.0,Relatively New,2600.0,0,1,0,1,0,0,174,28.475,76.9715
1787,flat,orchid petals,sector 49,2.09,11579.0,3.0,3,3,0.0,Relatively New,1633.0,0,0,0,0,0,2,49,28.4121,77.048
1788,flat,orchid petals,sector 49,2.35,11559.0,3.0,3,3,15.0,Relatively New,2030.0,0,0,0,0,1,2,49,28.4121,77.048
1789,flat,signature global park,sohna road,0.67,5537.0,2.0,2,3,4.0,Relatively New,1095.0,0,0,0,1,0,2,127,28.4159,77.0274
1790,flat,m3m heights,sector 65,1.9,14996.0,2.0,2,3,4.0,Under Construction,1141.0,0,0,0,0,0,2,54,28.403,77.069
1791,flat,signature global park,sohna road,0.7,6071.0,3.0,3,3,2.0,Relatively New,1281.0,0,0,0,1,0,2,152,28.4159,77.0274
1792,flat,ild greens,sector 37c,0.78,5714.0,2.0,2,3,1.0,Moderately Old,1068.1,0,0,0,0,0,0,103,28.4515,76.9882
1793,house,eros rosewood city,sector 49,3.75,22046.0,3.0,3,1,2.0,Old Property,1701.0,0,0,0,1,0,0,6,28.4121,77.048
1794,flat,godrej habitat,sector 3,1.35,12784.0,2.0,2,0,4.0,Old Property,1056.0,0,0,0,0,0,2,60,28.4909,77.0176
1795,flat,krrish provence estate,gwal pahari,5.5,9483.0,4.0,5,3+,11.0,New Property,5249.0,1,1,0,1,0,2,151,28.4345,77.1446
1796,flat,ireo uptown,sector 66,1.85,12568.0,2.0,3,3,16.0,Relatively New,1470.0,0,1,0,0,1,0,79,28.3925,77.0541
1797,flat,godrej aria,sector 79,0.95,6552.0,2.0,2,3,5.0,Relatively New,1611.0,0,0,0,0,0,0,174,28.3624,76.9787
1798,flat,kendriya vihar,sector 56,0.47,7769.0,1.0,1,1,3.0,Old Property,672.0,0,0,0,0,0,0,52,28.4245,77.0991
1799,flat,m3m heights,sector 65,1.99,15794.0,2.0,2,2,26.0,Under Construction,1140.0,0,0,0,0,0,2,48,28.403,77.069
1800,flat,corona optus,sector 37c,1.25,7090.0,3.0,3,3,4.0,Relatively New,1350.0,0,0,0,0,1,2,49,28.4515,76.9882
1801,flat,umang winter hills,sector 77,0.75,5589.0,2.0,2,2,8.0,Relatively New,1140.0,0,0,1,0,0,0,102,28.3801,76.9845
1802,house,birla navya,sector 63a,3.85,15437.0,3.0,3,3+,4.0,New Property,2771.0,0,1,0,0,0,0,160,28.3923,77.0888
1803,flat,shree vardhman flora,sector 90,0.96,5120.0,3.0,4,3,3.0,New Property,1697.0,0,1,0,0,0,2,106,28.4085,76.9369
1804,flat,sunischit apartments,sector 54,1.69,7953.0,3.0,3,3+,5.0,Old Property,1991.0,0,1,0,0,0,0,65,28.4348,77.1089
1805,flat,godrej oasis,sector 88a,1.45,8082.0,3.0,3,3,12.0,Relatively New,1993.0,0,0,0,0,0,2,49,28.4347,76.9557
1806,house,international city by sobha phase 2,sector 109,6.25,11574.0,4.0,4,3+,2.0,Relatively New,5400.0,0,1,0,0,0,2,138,28.5073,77.0089
1807,flat,g l s arawali homes,sohna road,0.26,4514.0,2.0,2,2,1.0,Moderately Old,521.0,0,0,0,0,0,2,0,28.4159,77.0274
1808,flat,ats triumph,sector 104,1.73,7555.0,3.0,4,3+,15.0,Relatively New,2072.0,0,1,0,0,0,2,159,28.4788,76.996
1809,flat,central park resort belgravia residences,sector 48,6.25,24300.0,3.0,5,3+,5.0,Moderately Old,3200.0,0,1,0,0,0,0,49,28.4177,77.0359
1810,flat,m3m capital,sector 113,2.87,12489.0,4.0,4,3+,3.0,Under Construction,2553.0,0,1,0,0,0,2,65,28.5287,77.0233
1811,flat,puri diplomatic greens,sector 111,2.65,13590.0,3.0,4,2,7.0,Relatively New,2086.0,0,1,0,0,0,0,159,28.5238,77.032
1812,flat,ambience creacions,sector 22,1.65,11957.0,2.0,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,1,133,28.5072,77.064
1813,flat,dlf regal gardens,sector 90,1.2,6838.0,3.0,3,3+,15.0,Relatively New,1572.0,0,0,0,0,0,2,118,28.4085,76.9369
1814,house,independent,sector 14,5.0,22222.0,3.0,3,3,1.0,Moderately Old,2250.0,0,0,0,0,0,2,25,28.4711,77.0454
1815,flat,tata primanti,sector 72,3.19,12152.0,4.0,5,3+,20.0,Relatively New,2376.0,0,1,0,0,0,0,159,28.4225,77.0211
1816,flat,dlf the ultima,sector 81,2.3,14375.0,3.0,4,3+,18.0,Relatively New,1854.0,0,1,0,0,0,1,174,28.3867,76.9485
1817,flat,dlf the ultima,sector 81,2.3,14603.0,3.0,4,3+,27.0,Relatively New,1825.0,0,1,0,0,0,0,119,28.3867,76.9485
1818,flat,dlf new town heights,sector 90,1.75,5721.0,4.0,4,3+,17.0,Relatively New,2468.0,0,1,0,1,0,2,88,28.4085,76.9369
1819,flat,uphaar homes,sector 105,0.45,4737.0,3.0,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,0,44,28.4952,77.0114
1820,flat,orchid petals,sector 49,2.55,12319.0,3.0,4,3,8.0,Relatively New,2060.0,1,0,0,0,0,0,49,28.4121,77.048
1821,flat,belgravia resort residences,sector 48,3.45,18459.0,3.0,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,2,0,28.4177,77.0359
1822,flat,signature signum 95a,sector 95,0.4,7782.0,2.0,2,2,3.0,New Property,571.0,0,0,0,0,0,0,44,28.4172,76.9081
1823,flat,dlf the ultima,sector 81,2.21,10366.0,3.0,3,3+,3.0,Relatively New,1881.0,0,1,0,0,0,1,149,28.3867,76.9485
1824,flat,hero homes,dwarka expressway,1.6,7824.0,3.0,3,3,1.0,New Property,1529.0,0,0,0,0,0,2,49,28.4517,76.9621
1825,house,independent,sector 4,0.6,11696.0,3.0,3,1,2.0,Old Property,57.0,0,0,0,0,1,2,0,28.4738,77.0107
1826,flat,godrej,sector 33,0.95,6859.0,2.0,2,3+,3.0,Under Construction,1253.0,0,0,0,0,0,2,0,28.442,77.0207
1827,house,dlf new town heights,sector 86,2.5,7827.0,4.0,5,3+,4.0,Moderately Old,3194.0,0,1,0,1,1,0,49,28.3986,76.9384
1828,flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,3.0,3,3,1.0,Relatively New,1653.0,0,0,0,0,0,2,151,28.475,76.9715
1829,flat,tulip ivory,sector 70,2.0,8333.0,4.0,5,3+,7.0,Moderately Old,2169.0,0,1,0,0,0,0,174,28.3944,77.0226
1830,flat,sobha city,sector 108,4.1,23402.0,4.0,5,3,25.0,New Property,2343.0,1,1,0,0,0,1,97,28.5134,76.983
1831,flat,mapsko mount ville,sector 79,1.85,9640.0,3.0,4,3,21.0,New Property,1643.0,0,1,0,1,0,2,49,28.3624,76.9787
1832,flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2.0,2,2,10.0,Relatively New,1234.0,0,0,0,0,0,0,60,28.4172,76.9081
1833,flat,the close north,sector 50,3.0,11516.0,3.0,3,3+,14.0,Old Property,2357.0,0,1,0,0,0,0,121,28.4178,77.0628
1834,flat,pareena laxmi apartments,sector 99a,0.32,5517.0,2.0,2,1,2.0,New Property,577.0,0,0,0,0,0,2,43,28.4561,76.9542
1835,flat,pareena coban residences,sector 99a,1.56,7812.0,3.0,5,3,4.0,New Property,1807.0,0,1,0,0,1,2,49,28.4561,76.9542
1836,flat,godrej,sector 79,2.5,11141.0,3.0,3,3+,5.0,Relatively New,2244.0,0,0,0,0,0,2,0,28.3624,76.9787
1837,flat,city shri ram apartments 1,sector 110,0.22,3667.0,2.0,1,1,1.0,Relatively New,543.0,0,0,0,0,0,2,0,28.5145,77.0197
1838,flat,gls arawali homes,sohna road,0.3,4688.0,2.0,2,2,4.0,Relatively New,711.0,0,0,0,0,0,2,42,28.4159,77.0274
